Business,Service,Original Service Name,Description,Micro Category,Macro Category,Service Category,Discounted Price,Original Price,
La Petite Nail Shop,Specialty Manicure,Specialty Manicure,"An invigorating hand treatment featuring an age-defying mask, soothing parrafin wax & polish up manicure",Specialty Manicure,Manicure,Nails,,45,
Lavande Nail Spa,Specialty Manicure,Specialty Manicure,,Specialty Manicure,Manicure,Nails,,29,
Lavande Nail Spa,Specialty Manicure,Specialty Manicure,,Specialty Manicure,Manicure,Nails,,22,
Lavande Nail Spa,Specialty Manicure,Specialty Manicure,,Specialty Manicure,Manicure,Nails,,24,
Lavande Nail Spa,Specialty Manicure,Specialty Manicure,,Specialty Manicure,Manicure,Nails,,27,
Lotus Nail Salon,Specialty Manicure,Specialty Manicure,"Enjoy our refreshing signature treatment designed to make your hands look and feel good. After we remove polish, cut and file nails, groom cuticles, hand exfoliation, we will give you a longer massage with our Lotus special lotion followed by paraffin dip, before we put on your favorite polish choice of color.",Specialty Manicure,Manicure,Nails,,45,
LUX SF,Specialty Manicure,DeLux Manicure,"This not-so-basic manicure includes nail shaping, cuticle care, an aromatherapy scrub, a relaxing and moisturizing hand massage with warmed lotion and polish + an extended massage and a hot, soothing and hydrating PerfectSense anti-aging paraffin wrap.",Specialty Manicure,Manicure,Nails,,50,
LUX SF,Specialty Manicure,Custom Manicure,"This not-so-basic manicure includes nail shaping, cuticle care, an aromatherapy scrub, a relaxing and moisturizing hand massage with warmed lotion and polish + an extended massage and a hot, soothing and hydrating PerfectSense anti-aging paraffin wrap + hot stone massage",Specialty Manicure,Manicure,Nails,,60,
LUX SF,Specialty Manicure,Keratin Rejuvenation Manicure,A deep penetrating keratin emulsion wrap formulated to support� the nails to�grow healthier and stronger while leaving the skin unbelievably silky smooth. ,Specialty Manicure,Manicure,Nails,,40,
LUX SF,Specialty Manicure,Elemis Pro-Radiance Manicure Ritual,"Our LUX manicure enveloped with Elemis� frangipani salt scrub and health oil, Elemis' Pro-Radiance Hand and Nail cr�me to soften the skin and strengthen the nails  Enjoy a warm Soyaffin paraffin glove, shoulder massage and a de-stress hand/arm massage finished w a nude nail, polish or nail buffing.",Specialty Manicure,Manicure,Nails,,65,
Mac Nail Spa,Specialty Manicure,Specialty Manicure,"Dip your hands in warm milk for soft supple skin and get rejuvenated with a honey sea salt scrub used to buff away dead skin, followed by a milk cream mask, honey & milk body butter massage, cuticle perfection, and polish of your choice.
",Specialty Manicure,Manicure,Nails,,35,
Mac Nail Spa,Specialty Manicure,Specialty Manicure,"(under 10 years old)
",Specialty Manicure,Manicure,Nails,,10,
Mani Pedi Spa,Specialty Manicure,Specialty Manicure,,Specialty Manicure,Manicure,Nails,,28,
Mani-Pedi Beauty Spa,Specialty Manicure,Deluxe Manicure,Includes hot stone 10 min massage + paraffin dip,Specialty Manicure,Manicure,Nails,,25,
Mizu Spa,Specialty Manicure,Signature Manicure,Intense therapy for dry hands. This treatment includes an exfoliating scrub and a moisturizing massage. The service is finished with a natural buff or polish. ,Specialty Manicure,Manicure,Nails,,33,
Mizu Spa,Specialty Manicure,Hot Stone Manicure,Take the manicure experience to new levels with our hot stone treatment which relieves and revitalizes. The hot stones combined with hydrating oils will increase circulation by adding warmth and penetration to the muscles. The service is finished with a natural buff or polish. ,Specialty Manicure,Manicure,Nails,,50,
Nail Arts,Specialty Manicure,Specialty Manicure,Extra 20 min massage,Specialty Manicure,Manicure,Nails,,60,
Nels Beauty Salon,Specialty Manicure,Nail Extensions,,Specialty Manicure,Manicure,Nails,,85,
Nels Beauty Salon,Specialty Manicure,Manicure Gel - Nail Art,,Specialty Manicure,Manicure,Nails,,65,
New Zen Spa,Specialty Manicure,Specialty Manicure,"Milk - roes hand soak, mint mask, cut, file, cuticle care, exfoliate, therapeutic hand massage 10mins, polish/ buff",Specialty Manicure,Manicure,Nails,,36,
Oliviana Nail Spa,Specialty Manicure,Special Deluxe Manicure,,Specialty Manicure,Manicure,Nails,,35,
Oliviana Nail Spa,Specialty Manicure,Special Deluxe Gel Manicure,,Specialty Manicure,Manicure,Nails,,45,
Pampered Hands Salon,Specialty Manicure,Luxury Manicure,A nourishing bath of lavender buds and lavender essential oils is prepared in warm water soak to moisture excessively dry and irritated skin. A sage cucumber salt scrub buffs away dead skin to reveal a smoother skin complete with muscle relief hot lotion massage.,Specialty Manicure,Manicure,Nails,,19,
Pampered Hands Salon,Specialty Manicure,The Pampered Manicure,A luxury milk bath with orange peel to encourage shedding of the skin's upper layers. A cucumber salt scrub buffs away dead skin layers and massage you with lightly scented lotino. Then your hands are wrapped in warm paraffin to improve the smooth and silky skin. Includes a 10 minute massage with hot creamy lotion.,Specialty Manicure,Manicure,Nails,,35,
Pearly Nails,Specialty Manicure,Mandarin Honey Mani,,Specialty Manicure,Manicure,Nails,,20,
Pearly Nails,Specialty Manicure,Rosemary Mint Mani,,Specialty Manicure,Manicure,Nails,,20,
Polish Nail & Beauty Spa,Specialty Manicure,Spa Mani,,Specialty Manicure,Manicure,Nails,,45,
Polish Nail & Beauty Spa,Specialty Manicure,Milky Rose Mani,,Specialty Manicure,Manicure,Nails,,50,
Polished Nest,Specialty Manicure,Milk + Honey Mani,,Specialty Manicure,Manicure,Nails,,28,
Q Spa,Specialty Manicure,Lava Stone Mani,"Trim, file, cuticle care, warm lotion massage, warm towel steam, buff, and polish + hot lava stone massage",Specialty Manicure,Manicure,Nails,,40,
Queen Bee Nail Salon,Specialty Manicure,Ice Dancer Manicure,"Includes Herbal Mineral Bath, Liquid Body Lufra, Baobab Body butter, and Icedancer Invigorating Gel",Specialty Manicure,Manicure,Nails,,22,
Rosy Heels,Specialty Manicure,Ultimate Manicure,"For this we use Rosy Heel's exclusive oil, lemon, milk and honey scrub mixture to remove dead skin cells finishing with a hand massage. Keep your nails looking healthy and beautiful with this treatment",Specialty Manicure,Manicure,Nails,,35,
SF Nail Bar,Specialty Manicure,Signature Manicure,"Just spoil yourself -  hot salt scrub, extra massage and  honey mask which help smoothen your skin and lightening age spots.",Specialty Manicure,Manicure,Nails,,45,
Silk Day Spa,Specialty Manicure,Herbal Warm Oil Manicure,,Specialty Manicure,Manicure,Nails,,35,
Simply Unique Nails,Specialty Manicure,Deluxe Spa Manicure,"Hands will be soaking in a warm spa manicure with a specially formulated sea salt water bath blend (lavender or peppermint). Lessen growing cuticles, buffing, complete arm massage with moisturing warm lotion. Then enjoy a nourishing paraffin wax to soften the skin. Finish your treatment with an accent polish color of your choice. ",Specialty Manicure,Manicure,Nails,,20,
Soubella Nails Spa,Specialty Manicure,Deluxe Mani ,"Epsom salt, lemon and essential oil water soak. Cucumber sugar scrub infused with vitamin oils. Premium hot stone massage with shea butter lotion. Hot towel wrap. Choice of paraffin wax or keratin gloves/booties",Specialty Manicure,Manicure,Nails,,35,
Steel & Lacquer,Specialty Manicure,Steel Coat Manicure,,,,Nails,,30,
Steel & Lacquer,Specialty Manicure,Luxe Lacquer Manicure,,,,Nails,,40,
Sugarcoat,Specialty Manicure,Sweet scrub manicure,,Specialty Manicure,Manicure,Nails,,35,
Sweeties Salon,Specialty Manicure,Specialty Manicure,,Specialty Manicure,Manicure,Nails,,30,
Sweeties Salon,Specialty Manicure,Specialty Manicure,,Specialty Manicure,Manicure,Nails,,35,
Sydney Nail Spa,Specialty Manicure,Spa Manicure,"Complete filing and shaping of finger nails, cuticle care, hand and arm massage with a soothing warm lotion and your choice of polish.",Specialty Manicure,Manicure,Nails,,20,
Sydney Nail Spa,Specialty Manicure,Sydney Signature Manicure,"This treatment is great for neglected hands. After shaping and cuticle care, a gentle exfoliation of sea salt hand soak to remove dead skin cells to even skin color and texture. Deep cooling masque will be applied. Then nourished and massage them with an intense hydration moisturizer. Finish with a paraffin dipping and your choice of polish.",Specialty Manicure,Manicure,Nails,,40,
Ten Zen Nail Spa,Specialty Manicure,Specialty Manicure,"Enjoy a cup of CBD infused tea while your nails and cuticles are groomed to perfection as hands or feet are immersed in a luxurious blend of pharmaceutical grade epsom, pink himalayan and ethically sourced Dead Sea Salts infused with a proprietary blend of the highest quality essential oils, carrier oils and organically grown hemp - derived CBD.  The salts are created into a scrub to exfoliate and renew skin. Warm intensive collagen treatment gloves and warm keratin socks are used to provide nourishing care and soothe the skin.  Indulge your senses in a soothing aromatherapeutic hot stone massage with anti-inflammatory and pain relieving benefits.  The experience concludes with an application of a moisturizing fusion of aloe, sunflower oil, shea butter and jojoba oil infused with hemp-derived CBD, known to aid in healing skin conditions, reduce nerve sensitivity to pain, and to assist with skin regeneration. Natural buff or lacquer of your choice. ",Specialty Manicure,Manicure,Nails,,65,
Ten Zen Nail Spa,Specialty Manicure,Specialty Manicure,"Choice of:
Lavender, Mint, Citrus or Milk & Honey: Start with a soothing aromatherapy soak to relieve stress, fatigue and soften cuticles.  Nails are trimmed and cuticles groomed to perfection. A treatment mask with an exclusive blend of essential minerals is applied to heal and remove impurities from the skin.  A massage is done with your choice of an aromatherapy scented warm oil,  followed by a natural buff or polish of your choice.  ",Specialty Manicure,Manicure,Nails,,45,
The Upper Hand,Specialty Manicure,The Upper Hand Manicure,Our classic manicure with extra pampering.+ Cooling Mask or Hot Paraffin Wax + Hot Stone Massage,Specialty Manicure,Manicure,Nails,,35,
Thi Spa & Nails,Specialty Manicure,Refresh-Mint Manicure,"Minty soak, pepermint scrub and massage, plus a warm paraffin dip to seal in the moisture",Specialty Manicure,Manicure,Nails,,37,
Tiptoes Nail Spa,Specialty Manicure,Specialty Manicure,"This upgraded treatment includes nail/cuticle care, warm lotion massage and a choice of mask or paraffin wax treatment.  ",Specialty Manicure,Manicure,Nails,,34,
Tiptoes Nail Spa,Specialty Manicure,Specialty Manicure,"This upgraded treatment includes nail/cuticle care, warm lotion massage and a choice of mask or paraffin wax treatment.� Can�t decide; get both mask and paraffin for only $5 more each service.",Specialty Manicure,Manicure,Nails,,39,
Tiptoes Nail Spa,Specialty Manicure,Specialty Manicure,"Get serious about fighting the battle with aging hands. This package includes a manicure, exfoliation, hand moisture mask and heated gloves. We�ll finish with a gentle resurfacing hand treatment; cell renewing hand serum and SPF 20 hand cr�me.  Your hands will feel young and fresh again.",Specialty Manicure,Manicure,Nails,,42,
Tiptoes Nail Spa,Specialty Manicure,Specialty Manicure,"Getting your vitamins has never been so indulgent! Our delicious mix of berries is a truly unique treatment, full of fruit acids and essential vitamins that work overtime to reveal smooth, supple skin. Spoil yourself with our Japanese yuzu mineral salt soak, wildberry polish scrub, strawberry and cream mask and Japanese yuzu lotion.",Specialty Manicure,Manicure,Nails,,40,
Tiptoes Nail Spa,Specialty Manicure,Specialty Manicure,"We�ve designed these unique products by looking to the Orient for inspiration. Our fusion of rice bran oil, green tea leaves and extract, creamy coconut and crisp lemongrass are the signature ingredients of this long-to-be-remembered treatment.  Delight yourself in a Thai coconut lemongrass mineral salt soak, green tea and crushed rice scrub, sea kelp and green tea mask and a luxurious coconut lemongrass lotion massage.",Specialty Manicure,Manicure,Nails,,40,
Tootsie Toes,Specialty Manicure,Specialty Manicure,,Specialty Manicure,Manicure,Nails,,20,
Top Coat,Specialty Manicure,Specialty Manicure,brightening mask. *Great after many gel services,Specialty Manicure,Manicure,Nails,,27,
Top Coat,Specialty Manicure,Specialty Manicure,"Spa Manicure + Extended 10'
massage + Paraffin mask",Specialty Manicure,Manicure,Nails,,45,
Vanity Beauty Lounge,Specialty Manicure,Soothing Soy Milk Manicure,"Pure & simple. These award-winning products are full of proteins and amino acids that will hydrate and regenerate your skin, a perfect service to nurture and soothe your hands and feet.",Specialty Manicure,Manicure,Nails,,31,
Vanity Beauty Lounge,Specialty Manicure,Pure Pomegranate Manicure,"Loaded with antioxidants, this premium service is the perfect additive for your hands and toes. Not only will your skin look vibrant and healthy, you�ll also feel like a goddess.",Specialty Manicure,Manicure,Nails,,38,
Vanity Beauty Lounge,Specialty Manicure,Luxurious Lavender & Vanilla Candle Manicure,"We light a fragrant soy candle at the beginning of your service, which later turns into a melted lotion which we smooth right onto your hands and feet. This relaxing aromatherapy service uses pure essential oils and natural raw ingredients to relax and balance the senses.",Specialty Manicure,Manicure,Nails,,41,
White Daisy Nail Spa,Specialty Manicure,Specialty Manicure,,Specialty Manicure,Manicure,Nails,,30,
White Daisy Nail Spa,Specialty Manicure,Specialty Manicure,"Enjoy the benifit of our traditional nail care and Shea Butter Salt Scrub, plus a triple dipping inwarm paraffin wax for extra moisturizing.",Specialty Manicure,Manicure,Nails,,35,
White Daisy Nail Spa,Specialty Manicure,Specialty Manicure,"Complete grooming including butter scrub, warmbuttered finger or toes, mas",Specialty Manicure,Manicure,Nails,,25,
White Daisy Nail Spa,Specialty Manicure,Specialty Manicure,"An The treatment begins with a Shea Butter Salt,gently buff away dull skin cell and lea leaving your hands and feet perfectly polish and hydrated with body butter cream rub",Specialty Manicure,Manicure,Nails,,22,
White Daisy Nail Spa,Specialty Manicure,Specialty Manicure,Submerge your feet in a warm milk bath with rose petals then exfoliate with milk & honey scrub. This treatment leaves hand and feet silky solf and moiturized. Experience with butter/warm booties. ,Specialty Manicure,Manicure,Nails,,27,
Zaza Nail and Wine Lounge,Specialty Manicure,Specialty Manicure,House made mango scrub and lotion massage.,Specialty Manicure,Manicure,Nails,,34,
Zaza Nail and Wine Lounge,Specialty Manicure,Specialty Manicure,Hydrating oil scrub and butter massage  will put you in vacation mode.,Specialty Manicure,Manicure,Nails,,35,
Zaza Nail and Wine Lounge,Specialty Manicure,Specialty Manicure,"Peppermint scrub, massage, and a warm paraffin dip to seal in the moisture.",Specialty Manicure,Manicure,Nails,,45,
Zaza Nail and Wine Lounge,Specialty Manicure,Specialty Manicure,CBD (Cannabinoids) has been linked with pain relief and relaxation. Includes a therapeutic CBD infused oil massage and choice of CBD infused tea. Contains no THC.,Specialty Manicure,Manicure,Nails,,40,
